"Q0045"
"YBR272C"
"YBR274W"
"YBR278W"
"YBR279W"
"YBR283C"
"YBR288C"
"YBR289W"
"YBR290W"
"YBR298C"
"YCL001W"
"YCL008C"
"YCL011C"
"YCL016C"
"YCL025C"
"YCL027W"
"YCL029C"
"YCL032W"
"YCL039W"
"YCL043C"
"YCL059C"
"YCL061C"
"YCL063W"
"YCR002C"
"YCR009C"
"YCR017C"
"YCR033W"
"YCR034W"
"YCR042C"
"YCR044C"
"YCR048W"
"YCR052W"
"YCR057C"
"YCR061W"
"YCR066W"
"YCR067C"
"YCR077C"
"YCR079W"
"YCR084C"
"YCR086W"
"YCR088W"
"YCR092C"
"YCR093W"
"YCR094W"
"YCR097W"
"YDL002C"
"YDL003W"
"YDL005C"
"YDL006W"
"YDL008W"
"YDL013W"
"YDL014W"
"YDL015C"
"YDL017W"
"YDL020C"
"YDL028C"
"YDL029W"
"YDL030W"
"YDL040C"
"YDL042C"
"YDL043C"
"YDL047W"
"YDL049C"
"YDL052C"
"YDL054C"
"YDL058W"
"YDL059C"
"YDL060W"
"YDL064W"
"YDL074C"
"YDL076C"
"YDL077C"
"YDL084W"
"YDL087C"
"YDL089W"
"YDL095W"
"YDL097C"
"YDL099W"
"YDL100C"
"YDL101C"
"YDL102W"
"YDL106C"
"YDL108W"
"YDL116W"
"YDL120W"
"YDL126C"
"YDL130W"
"YDL132W"
"YDL134C"
"YDL137W"
"YDL140C"
"YDL145C"
"YDL147W"
"YDL148C"
"YDL153C"
"YDL155W"
"YDL159W"
"YDL160C"
"YDL161W"
"YDL165W"
"YDL175C"
"YDL185W"
"YDL188C"
"YDL190C"
"YDL192W"
"YDL193W"
"YDL194W"
"YDL195W"
"YDL200C"
"YDL207W"
"YDL208W"
"YDL209C"
"YDL212W"
"YDL213C"
"YDL216C"
"YDL220C"
"YDL225W"
"YDL226C"
"YDL232W"
"YDL235C"
"YDL239C"
"YDR004W"
"YDR009W"
"YDR016C"
"YDR027C"
"YDR028C"
"YDR034C"
"YDR036C"
"YDR040C"
"YDR052C"
"YDR054C"
"YDR057W"
"YDR060W"
"YDR062W"
"YDR069C"
"YDR073W"
"YDR075W"
"YDR076W"
"YDR079C-A"
"YDR080W"
"YDR088C"
"YDR091C"
"YDR092W"
"YDR097C"
"YDR099W"
"YDR100W"
"YDR101C"
"YDR103W"
"YDR108W"
"YDR110W"
"YDR113C"
"YDR118W"
"YDR121W"
"YDR123C"
"YDR126W"
"YDR127W"
"YDR128W"
"YDR129C"
"YDR137W"
"YDR138W"
"YDR142C"
"YDR143C"
"YDR145W"
"YDR146C"
"YDR150W"
"YDR155C"
"YDR159W"
"YDR160W"
"YDR162C"
"YDR164C"
"YDR166C"
"YDR167W"
"YDR168W"
"YDR170C"
"YDR172W"
"YDR176W"
"YDR181C"
"YDR189W"
"YDR192C"
"YDR195W"
"YDR196C"
"YDR201W"
"YDR207C"
"YDR208W"
"YDR211W"
"YDR212W"
"YDR216W"
"YDR217C"
"YDR224C"
"YDR225W"
"YDR227W"
"YDR228C"
"YDR233C"
"YDR244W"
"YDR247W"
"YDR254W"
"YDR260C"
"YDR264C"
"YDR265W"
"YDR277C"
"YDR280W"
"YDR283C"
"YDR285W"
"YDR288W"
"YDR293C"
"YDR294C"
"YDR297W"
"YDR301W"
"YDR303C"
"YDR307W"
"YDR308C"
"YDR309C"
"YDR310C"
"YDR311W"
"YDR315C"
"YDR318W"
"YDR320C"
"YDR323C"
"YDR324C"
"YDR328C"
"YDR331W"
"YDR332W"
"YDR334W"
"YDR335W"
"YDR349C"
"YDR356W"
"YDR357C"
"YDR358W"
"YDR359C"
"YDR363W"
"YDR363W-A"
"YDR364C"
"YDR365C"
"YDR369C"
"YDR378C"
"YDR381W"
"YDR386W"
"YDR388W"
"YDR392W"
"YDR394W"
"YDR395W"
"YDR398W"
"YDR404C"
"YDR409W"
"YDR414C"
"YDR416W"
"YDR419W"
"YDR420W"
"YDR424C"
"YDR429C"
"YDR432W"
"YDR439W"
"YDR440W"
"YDR448W"
"YDR449C"
"YDR456W"
"YDR457W"
"YDR468C"
"YDR473C"
"YDR477W"
"YDR480W"
"YDR484W"
"YDR485C"
"YDR488C"
"YDR490C"
"YDR499W"
"YDR507C"
"YDR510W"
"YDR523C"
"YEL002C"
"YEL003W"
"YEL009C"
"YEL013W"
"YEL015W"
"YEL017C-A"
"YEL018W"
"YEL022W"
"YEL027W"
"YEL031W"
"YEL032W"
"YEL034W"
"YEL036C"
"YEL037C"
"YEL042W"
"YEL043W"
"YEL061C"
"YEL063C"
"YER005W"
"YER006W"
"YER007W"
"YER008C"
"YER009W"
"YER012W"
"YER016W"
"YER017C"
"YER018C"
"YER019C-A"
"YER020W"
"YER022W"
"YER025W"
"YER027C"
"YER031C"
"YER036C"
"YER040W"
"YER044C"
"YER068W"
"YER070W"
"YER075C"
"YER081W"
"YER082C"
"YER083C"
"YER086W"
"YER087C-B"
"YER093C"
"YER095W"
"YER100W"
"YER109C"
"YER110C"
"YER111C"
"YER112W"
"YER114C"
"YER118C"
"YER120W"
"YER122C"
"YER125W"
"YER126C"
"YER129W"
"YER133W"
"YER136W"
"YER142C"
"YER143W"
"YER146W"
"YER148W"
"YER149C"
"YER151C"
"YER154W"
"YER155C"
"YER157W"
"YER161C"
"YER164W"
"YER165W"
"YER167W"
"YER171W"
"YER172C"
"YER173W"
"YER177W"
"YER179W"
"YFL005W"
"YFL008W"
"YFL009W"
"YFL017W-A"
"YFL024C"
"YFL025C"
"YFL026W"
"YFL029C"
"YFL031W"
"YFL034C-B"
"YFL036W"
"YFL037W"
"YFL038C"
"YFL039C"
"YFL048C"
"YFL059W"
"YFL062W"
"YFR002W"
"YFR004W"
"YFR010W"
"YFR021W"
"YFR024C-A"
"YFR027W"
"YFR028C"
"YFR029W"
"YFR031C"
"YFR031C-A"
"YFR034C"
"YFR036W"
"YFR037C"
"YFR040W"
"YFR049W"
"YFR050C"
"YFR051C"
"YFR052W"
"YGL003C"
"YGL004C"
"YGL005C"
"YGL008C"
"YGL011C"
"YGL012W"
"YGL013C"
"YGL019W"
"YGL020C"
"YGL022W"
"YGL025C"
"YGL027C"
"YGL035C"
"YGL043W"
"YGL044C"
"YGL048C"
"YGL049C"
"YGL051W"
"YGL054C"
"YGL055W"
"YGL058W"
"YGL061C"
"YGL070C"
"YGL073W"
"YGL075C"
"YGL081W"
"YGL084C"
"YGL086W"
"YGL087C"
"YGL090W"
"YGL092W"
"YGL095C"
"YGL097W"
"YGL098W"
"YGL099W"
"YGL100W"
"YGL104C"
"YGL105W"
"YGL106W"
"YGL112C"
"YGL115W"
"YGL116W"
"YGL120C"
"YGL122C"
"YGL124C"
"YGL126W"
"YGL127C"
"YGL130W"
"YGL134W"
"YGL137W"
"YGL145W"
"YGL150C"
"YGL153W"
"YGL158W"
"YGL161C"
"YGL163C"
"YGL167C"
"YGL172W"
"YGL173C"
"YGL178W"
"YGL180W"
"YGL181W"
"YGL190C"
"YGL194C"
"YGL195W"
"YGL198W"
"YGL200C"
"YGL203C"
"YGL206C"
"YGL207W"
"YGL208W"
"YGL212W"
"YGL213C"
"YGL216W"
"YGL223C"
"YGL225W"
"YGL226C-A"
"YGL231C"
"YGL233W"
"YGL237C"
"YGL238W"
"YGL240W"
"YGL241W"
"YGL244W"
"YGL246C"
"YGL252C"
"YGR002C"
"YGR005C"
"YGR006W"
"YGR009C"
"YGR013W"
"YGR014W"
"YGR020C"
"YGR038W"
"YGR040W"
"YGR047C"
"YGR056W"
"YGR060W"
"YGR063C"
"YGR074W"
"YGR078C"
"YGR082W"
"YGR083C"
"YGR086C"
"YGR089W"
"YGR090W"
"YGR091W"
"YGR092W"
"YGR095C"
"YGR098C"
"YGR103W"
"YGR104C"
"YGR113W"
"YGR116W"
"YGR119C"
"YGR120C"
"YGR121C"
"YGR128C"
"YGR140W"
"YGR152C"
"YGR156W"
"YGR157W"
"YGR159C"
"YGR162W"
"YGR166W"
"YGR167W"
"YGR170W"
"YGR172C"
"YGR173W"
"YGR177C"
"YGR178C"
"YGR179C"
"YGR184C"
"YGR186W"
"YGR188C"
"YGR191W"
"YGR195W"
"YGR199W"
"YGR200C"
"YGR202C"
"YGR209C"
"YGR218W"
"YGR220C"
"YGR227W"
"YGR229C"
"YGR233C"
"YGR239C"
"YGR245C"
"YGR246C"
"YGR252W"
"YGR258C"
"YGR260W"
"YGR261C"
"YGR262C"
"YGR263C"
"YGR274C"
"YGR275W"
"YGR284C"
"YGR289C"
"YGR295C"
"YHL002W"
"YHL003C"
"YHL004W"
"YHL006C"
"YHL007C"
"YHL022C"
"YHL025W"
"YHL031C"
"YHL042W"
"YHL048W"
"YHR004C"
"YHR005C"
"YHR007C"
"YHR013C"
"YHR014W"
"YHR016C"
"YHR023W"
"YHR026W"
"YHR027C"
"YHR030C"
"YHR031C"
"YHR039C"
"YHR039C-A"
"YHR041C"
"YHR052W"
"YHR058C"
"YHR060W"
"YHR061C"
"YHR066W"
"YHR079C"
"YHR081W"
"YHR082C"
"YHR084W"
"YHR085W"
"YHR086W"
"YHR089C"
"YHR090C"
"YHR094C"
"YHR098C"
"YHR099W"
"YHR101C"
"YHR102W"
"YHR107C"
"YHR108W"
"YHR110W"
"YHR114W"
"YHR118C"
"YHR119W"
"YHR123W"
"YHR129C"
"YHR133C"
"YHR134W"
"YHR135C"
"YHR140W"
"YHR142W"
"YHR143W-A"
"YHR152W"
"YHR154W"
"YHR158C"
"YHR164C"
"YHR165C"
"YHR166C"
"YHR167W"
"YHR169W"
"YHR170W"
"YHR171W"
"YHR172W"
"YHR178W"
"YHR181W"
"YHR187W"
"YHR191C"
"YHR196W"
"YHR197W"
"YHR200W"
"YHR204W"
"YHR205W"
"YHR206W"
"YIL004C"
"YIL005W"
"YIL021W"
"YIL022W"
"YIL026C"
"YIL027C"
"YIL030C"
"YIL031W"
"YIL033C"
"YIL034C"
"YIL035C"
"YIL038C"
"YIL039W"
"YIL043C"
"YIL044C"
"YIL046W"
"YIL050W"
"YIL061C"
"YIL062C"
"YIL063C"
"YIL066C"
"YIL068C"
"YIL072W"
"YIL076W"
"YIL079C"
"YIL084C"
"YIL090W"
"YIL095W"
"YIL105C"
"YIL106W"
"YIL109C"
"YIL112W"
"YIL115C"
"YIL118W"
"YIL126W"
"YIL129C"
"YIL131C"
"YIL144W"
"YIL147C"
"YIL149C"
"YIL150C"
"YIL153W"
"YIR001C"
"YIR005W"
"YIR006C"
"YIR009W"
"YIR010W"
"YIR019C"
"YIR022W"
"YIR025W"
"YIR033W"
"YIR038C"
"YJL002C"
"YJL004C"
"YJL005W"
"YJL011C"
"YJL012C"
"YJL013C"
"YJL019W"
"YJL020C"
"YJL024C"
"YJL030W"
"YJL033W"
"YJL034W"
"YJL041W"
"YJL050W"
"YJL061W"
"YJL062W"
"YJL069C"
"YJL074C"
"YJL076W"
"YJL080C"
"YJL081C"
"YJL085W"
"YJL090C"
"YJL091C"
"YJL092W"
"YJL095W"
"YJL098W"
"YJL099W"
"YJL106W"
"YJL109C"
"YJL112W"
"YJL115W"
"YJL117W"
"YJL123C"
"YJL124C"
"YJL128C"
"YJL129C"
"YJL134W"
"YJL140W"
"YJL141C"
"YJL143W"
"YJL148W"
"YJL154C"
"YJL157C"
"YJL164C"
"YJL168C"
"YJL173C"
"YJL174W"
"YJL176C"
"YJL187C"
"YJL194W"
"YJL196C"
"YJL203W"
"YJL210W"
"YJL212C"
"YJR002W"
"YJR006W"
"YJR007W"
"YJR010C-A"
"YJR015W"
"YJR017C"
"YJR022W"
"YJR031C"
"YJR032W"
"YJR035W"
"YJR040W"
"YJR042W"
"YJR043C"
"YJR045C"
"YJR050W"
"YJR052W"
"YJR053W"
"YJR057W"
"YJR060W"
"YJR063W"
"YJR065C"
"YJR066W"
"YJR068W"
"YJR070C"
"YJR073C"
"YJR075W"
"YJR076C"
"YJR082C"
"YJR084W"
"YJR086W"
"YJR088C"
"YJR090C"
"YJR091C"
"YJR093C"
"YJR094C"
"YJR102C"
"YJR104C"
"YJR112W"
"YJR117W"
"YJR118C"
"YJR143C"
"YKL002W"
"YKL006C-A"
"YKL008C"
"YKL012W"
"YKL014C"
"YKL018W"
"YKL020C"
"YKL022C"
"YKL038W"
"YKL042W"
"YKL048C"
"YKL049C"
"YKL052C"
"YKL057C"
"YKL058W"
"YKL059C"
"YKL063C"
"YKL068W"
"YKL073W"
"YKL074C"
"YKL079W"
"YKL081W"
"YKL089W"
"YKL095W"
"YKL101W"
"YKL103C"
"YKL108W"
"YKL109W"
"YKL110C"
"YKL113C"
"YKL114C"
"YKL119C"
"YKL129C"
"YKL130C"
"YKL135C"
"YKL138C-A"
"YKL139W"
"YKL144C"
"YKL145W"
"YKL155C"
"YKL160W"
"YKL166C"
"YKL173W"
"YKL179C"
"YKL186C"
"YKL189W"
"YKL190W"
"YKL193C"
"YKL196C"
"YKL203C"
"YKL205W"
"YKL212W"
"YKL213C"
"YKR002W"
"YKR008W"
"YKR020W"
"YKR026C"
"YKR029C"
"YKR030W"
"YKR034W"
"YKR036C"
"YKR037C"
"YKR039W"
"YKR048C"
"YKR050W"
"YKR054C"
"YKR055W"
"YKR068C"
"YKR072C"
"YKR081C"
"YKR082W"
"YKR083C"
"YKR086W"
"YKR088C"
"YKR092C"
"YKR095W"
"YKR101W"
"YLL006W"
"YLL014W"
"YLL021W"
"YLL023C"
"YLL026W"
"YLL028W"
"YLL034C"
"YLL036C"
"YLL039C"
"YLL043W"
"YLL050C"
"YLL061W"
"YLR002C"
"YLR006C"
"YLR008C"
"YLR009W"
"YLR015W"
"YLR018C"
"YLR023C"
"YLR026C"
"YLR032W"
"YLR033W"
"YLR034C"
"YLR039C"
"YLR043C"
"YLR045C"
"YLR052W"
"YLR055C"
"YLR056W"
"YLR071C"
"YLR074C"
"YLR075W"
"YLR078C"
"YLR079W"
"YLR083C"
"YLR085C"
"YLR093C"
"YLR096W"
"YLR103C"
"YLR113W"
"YLR115W"
"YLR116W"
"YLR117C"
"YLR119W"
"YLR120C"
"YLR127C"
"YLR141W"
"YLR145W"
"YLR147C"
"YLR148W"
"YLR150W"
"YLR166C"
"YLR175W"
"YLR176C"
"YLR182W"
"YLR186W"
"YLR191W"
"YLR195C"
"YLR196W"
"YLR200W"
"YLR207W"
"YLR208W"
"YLR210W"
"YLR212C"
"YLR216C"
"YLR222C"
"YLR226W"
"YLR229C"
"YLR233C"
"YLR234W"
"YLR241W"
"YLR242C"
"YLR248W"
"YLR262C"
"YLR263W"
"YLR268W"
"YLR274W"
"YLR277C"
"YLR288C"
"YLR291C"
"YLR292C"
"YLR293C"
"YLR295C"
"YLR298C"
"YLR305C"
"YLR310C"
"YLR314C"
"YLR318W"
"YLR319C"
"YLR320W"
"YLR330W"
"YLR332W"
"YLR335W"
"YLR337C"
"YLR340W"
"YLR342W"
"YLR347C"
"YLR350W"
"YLR353W"
"YLR357W"
"YLR362W"
"YLR370C"
"YLR371W"
"YLR372W"
"YLR373C"
"YLR378C"
"YLR381W"
"YLR384C"
"YLR394W"
"YLR396C"
"YLR399C"
"YLR409C"
"YLR418C"
"YLR423C"
"YLR424W"
"YLR427W"
"YLR430W"
"YLR433C"
"YLR438C-A"
"YLR440C"
"YLR442C"
"YLR447C"
"YLR450W"
"YLR452C"
"YLR453C"
"YML001W"
"YML007W"
"YML008C"
"YML010W"
"YML012W"
"YML013W"
"YML015C"
"YML016C"
"YML019W"
"YML023C"
"YML024W"
"YML028W"
"YML031W"
"YML032C"
"YML034W"
"YML038C"
"YML041C"
"YML048W"
"YML051W"
"YML055W"
"YML057W"
"YML058W"
"YML061C"
"YML062C"
"YML064C"
"YML065W"
"YML067C"
"YML069W"
"YML071C"
"YML075C"
"YML077W"
"YML085C"
"YML092C"
"YML094W"
"YML095C"
"YML098W"
"YML102W"
"YML105C"
"YML109W"
"YML114C"
"YML121W"
"YML123C"
"YML124C"
"YML125C"
"YML132W"
"YMR001C"
"YMR005W"
"YMR010W"
"YMR015C"
"YMR022W"
"YMR026C"
"YMR028W"
"YMR029C"
"YMR032W"
"YMR037C"
"YMR038C"
"YMR043W"
"YMR047C"
"YMR048W"
"YMR049C"
"YMR052W"
"YMR054W"
"YMR055C"
"YMR058W"
"YMR059W"
"YMR061W"
"YMR068W"
"YMR077C"
"YMR078C"
"YMR079W"
"YMR080C"
"YMR091C"
"YMR093W"
"YMR094W"
"YMR095C"
"YMR096W"
"YMR104C"
"YMR106C"
"YMR109W"
"YMR117C"
"YMR123W"
"YMR125W"
"YMR127C"
"YMR129W"
"YMR131C"
"YMR137C"
"YMR138W"
"YMR139W"
"YMR146C"
"YMR149W"
"YMR153W"
"YMR156C"
"YMR159C"
"YMR167W"
"YMR183C"
"YMR186W"
"YMR190C"
"YMR197C"
"YMR199W"
"YMR200W"
"YMR201C"
"YMR202W"
"YMR203W"
"YMR213W"
"YMR214W"
"YMR215W"
"YMR216C"
"YMR223W"
"YMR224C"
"YMR227C"
"YMR229C"
"YMR231W"
"YMR235C"
"YMR236W"
"YMR240C"
"YMR260C"
"YMR263W"
"YMR264W"
"YMR268C"
"YMR272C"
"YMR273C"
"YMR274C"
"YMR275C"
"YMR276W"
"YMR277W"
"YMR284W"
"YMR292W"
"YMR294W"
"YMR299C"
"YMR304W"
"YMR307W"
"YMR308C"
"YMR309C"
"YMR312W"
"YNL004W"
"YNL006W"
"YNL016W"
"YNL025C"
"YNL031C"
"YNL039W"
"YNL041C"
"YNL044W"
"YNL047C"
"YNL048W"
"YNL049C"
"YNL051W"
"YNL053W"
"YNL061W"
"YNL064C"
"YNL068C"
"YNL078W"
"YNL079C"
"YNL082W"
"YNL084C"
"YNL088W"
"YNL090W"
"YNL092W"
"YNL093W"
"YNL094W"
"YNL097C"
"YNL098C"
"YNL101W"
"YNL102W"
"YNL103W"
"YNL106C"
"YNL107W"
"YNL110C"
"YNL113W"
"YNL116W"
"YNL118C"
"YNL121C"
"YNL124W"
"YNL126W"
"YNL127W"
"YNL130C"
"YNL131W"
"YNL135C"
"YNL138W"
"YNL139C"
"YNL147W"
"YNL148C"
"YNL153C"
"YNL154C"
"YNL161W"
"YNL172W"
"YNL175C"
"YNL181W"
"YNL182C"
"YNL185C"
"YNL188W"
"YNL189W"
"YNL192W"
"YNL194C"
"YNL197C"
"YNL201C"
"YNL206C"
"YNL207W"
"YNL210W"
"YNL216W"
"YNL219C"
"YNL222W"
"YNL225C"
"YNL230C"
"YNL232W"
"YNL233W"
"YNL236W"
"YNL238W"
"YNL243W"
"YNL244C"
"YNL248C"
"YNL250W"
"YNL258C"
"YNL261W"
"YNL262W"
"YNL263C"
"YNL265C"
"YNL267W"
"YNL271C"
"YNL272C"
"YNL273W"
"YNL284C"
"YNL287W"
"YNL288W"
"YNL289W"
"YNL290W"
"YNL293W"
"YNL297C"
"YNL298W"
"YNL299W"
"YNL307C"
"YNL311C"
"YNL312W"
"YNL313C"
"YNL317W"
"YNL322C"
"YNL323W"
"YNL330C"
"YNL333W"
"YNR003C"
"YNR006W"
"YNR010W"
"YNR011C"
"YNR017W"
"YNR019W"
"YNR026C"
"YNR030W"
"YNR031C"
"YNR035C"
"YNR049C"
"YNR051C"
"YNR052C"
"YNR053C"
"YNR054C"
"YOL001W"
"YOL004W"
"YOL006C"
"YOL012C"
"YOL013C"
"YOL017W"
"YOL018C"
"YOL021C"
"YOL031C"
"YOL038W"
"YOL045W"
"YOL051W"
"YOL054W"
"YOL068C"
"YOL069W"
"YOL072W"
"YOL076W"
"YOL081W"
"YOL087C"
"YOL090W"
"YOL091W"
"YOL094C"
"YOL100W"
"YOL107W"
"YOL108C"
"YOL110W"
"YOL112W"
"YOL115W"
"YOL123W"
"YOL126C"
"YOL131W"
"YOL132W"
"YOL133W"
"YOL135C"
"YOL139C"
"YOL145C"
"YOL147C"
"YOL148C"
"YOL149W"
"YOL151W"
"YOR001W"
"YOR002W"
"YOR005C"
"YOR008C"
"YOR014W"
"YOR025W"
"YOR026W"
"YOR027W"
"YOR033C"
"YOR035C"
"YOR036W"
"YOR038C"
"YOR039W"
"YOR042W"
"YOR043W"
"YOR046C"
"YOR047C"
"YOR056C"
"YOR057W"
"YOR058C"
"YOR061W"
"YOR067C"
"YOR069W"
"YOR070C"
"YOR075W"
"YOR076C"
"YOR078W"
"YOR080W"
"YOR083W"
"YOR085W"
"YOR089C"
"YOR098C"
"YOR101W"
"YOR106W"
"YOR115C"
"YOR116C"
"YOR122C"
"YOR123C"
"YOR127W"
"YOR136W"
"YOR144C"
"YOR151C"
"YOR153W"
"YOR159C"
"YOR160W"
"YOR165W"
"YOR167C"
"YOR171C"
"YOR174W"
"YOR181W"
"YOR194C"
"YOR198C"
"YOR206W"
"YOR208W"
"YOR209C"
"YOR212W"
"YOR216C"
"YOR217W"
"YOR224C"
"YOR229W"
"YOR231W"
"YOR244W"
"YOR245C"
"YOR249C"
"YOR254C"
"YOR257W"
"YOR260W"
"YOR261C"
"YOR264W"
"YOR265W"
"YOR269W"
"YOR270C"
"YOR285W"
"YOR290C"
"YOR294W"
"YOR297C"
"YOR299W"
"YOR304W"
"YOR310C"
"YOR311C"
"YOR317W"
"YOR319W"
"YOR326W"
"YOR327C"
"YOR329C"
"YOR334W"
"YOR340C"
"YOR341W"
"YOR349W"
"YOR351C"
"YOR361C"
"YOR368W"
"YOR370C"
"YOR373W"
"YPL002C"
"YPL008W"
"YPL011C"
"YPL016W"
"YPL018W"
"YPL020C"
"YPL022W"
"YPL024W"
"YPL031C"
"YPL042C"
"YPL043W"
"YPL045W"
"YPL046C"
"YPL047W"
"YPL049C"
"YPL050C"
"YPL051W"
"YPL055C"
"YPL059W"
"YPL063W"
"YPL070W"
"YPL075W"
"YPL076W"
"YPL078C"
"YPL082C"
"YPL085W"
"YPL086C"
"YPL093W"
"YPL094C"
"YPL101W"
"YPL106C"
"YPL111W"
"YPL115C"
"YPL124W"
"YPL126W"
"YPL129W"
"YPL138C"
"YPL140C"
"YPL149W"
"YPL151C"
"YPL153C"
"YPL155C"
"YPL161C"
"YPL167C"
"YPL169C"
"YPL174C"
"YPL178W"
"YPL181W"
"YPL194W"
"YPL195W"
"YPL203W"
"YPL204W"
"YPL209C"
"YPL211W"
"YPL218W"
"YPL227C"
"YPL228W"
"YPL232W"
"YPL233W"
"YPL240C"
"YPL241C"
"YPL248C"
"YPL256C"
"YPL259C"
"YPL264C"
"YPL268W"
"YPL269W"
"YPL274W"
"YPR016C"
"YPR017C"
"YPR018W"
"YPR023C"
"YPR024W"
"YPR025C"
"YPR028W"
"YPR029C"
"YPR032W"
"YPR040W"
"YPR041W"
"YPR046W"
"YPR052C"
"YPR054W"
"YPR055W"
"YPR056W"
"YPR070W"
"YPR072W"
"YPR079W"
"YPR086W"
"YPR101W"
"YPR103W"
"YPR104C"
"YPR105C"
"YPR107C"
"YPR110C"
"YPR111W"
"YPR119W"
"YPR120C"
"YPR135W"
"YPR137W"
"YPR141C"
"YPR144C"
"YPR154W"
"YPR156C"
"YPR159W"
"YPR161C"
"YPR164W"
"YPR165W"
"YPR173C"
"YPR175W"
"YPR178W"
"YPR181C"
"YPR182W"
"YPR183W"
"YPR187W"
"YPR198W"
"YPR201W"
"YAL002W"
"YAL010C"
"YAL038W"
"YAR033W"
"YBL003C"
"YBL004W"
"YBL005W"
"YBL014C"
"YBL022C"
"YBL025W"
"YBL040C"
"YBL041W"
"YBL045C"
"YBL047C"
"YBL051C"
"YBL058W"
"YBL072C"
"YBL075C"
"YBL076C"
"YBL079W"
"YBL103C"
"YBR011C"
"YBR020W"
"YBR025C"
"YBR029C"
"YBR031W"
"YBR039W"
"YBR057C"
"YBR059C"
"YBR065C"
"YBR073W"
"YBR084W"
"YBR085W"
"YBR095C"
"YBR097W"
"YBR108W"
"YBR118W"
"YBR121C"
"YBR137W"
"YBR156C"
"YBR173C"
"YBR189W"
"YBR194W"
"YBR205W"
"YBR215W"
"YBR228W"
"YBR273C"
"YCL010C"
"YCL014W"
"YCL028W"
"YCL037C"
"YCL045C"
"YCL051W"
"YCL052C"
"YCL054W"
"YCL056C"
"YCR005C"
"YCR011C"
"YCR012W"
"YCR024C-A"
"YCR030C"
"YCR031C"
"YCR035C"
"YCR039C"
"YCR063W"
"YCR065W"
"YCR072C"
"YCR081W"
"YDL007W"
"YDL031W"
"YDL033C"
"YDL044C"
"YDL051W"
"YDL055C"
"YDL056W"
"YDL065C"
"YDL081C"
"YDL111C"
"YDL117W"
"YDL127W"
"YDL150W"
"YDL217C"
"YDL223C"
"YDL229W"
"YDL240W"
"YDR002W"
"YDR014W"
"YDR023W"
"YDR032C"
"YDR043C"
"YDR059C"
"YDR064W"
"YDR071C"
"YDR077W"
"YDR078C"
"YDR082W"
"YDR084C"
"YDR087C"
"YDR116C"
"YDR130C"
"YDR131C"
"YDR139C"
"YDR141C"
"YDR144C"
"YDR148C"
"YDR153C"
"YDR156W"
"YDR171W"
"YDR174W"
"YDR179C"
"YDR183W"
"YDR188W"
"YDR190C"
"YDR194C"
"YDR214W"
"YDR235W"
"YDR238C"
"YDR240C"
"YDR245W"
"YDR259C"
"YDR270W"
"YDR276C"
"YDR279W"
"YDR289C"
"YDR295C"
"YDR299W"
"YDR337W"
"YDR342C"
"YDR343C"
"YDR345C"
"YDR353W"
"YDR362C"
"YDR379W"
